date,open,high,low,close,volume,oi
2025-05-12 10:15:00+05:30,1119.05,1135.0,1119.05,1130.55,2625,1739775
2025-05-12 10:16:00+05:30,1130.55,1137.1,1130.55,1137.1,1275,1739775
2025-05-12 10:17:00+05:30,1137.1,1149.5,1137.0,1140.65,1125,1739775
2025-05-12 10:18:00+05:30,1140.65,1143.5,1136.85,1137.0,1800,1739475
2025-05-12 10:19:00+05:30,1137.0,1138.0,1128.25,1137.5,3150,1739475
2025-05-12 10:20:00+05:30,1137.5,1147.0,1137.5,1142.0,1575,1739475
2025-05-12 10:21:00+05:30,1142.0,1153.7,1141.0,1153.7,1200,1739475
2025-05-12 10:22:00+05:30,1153.7,1155.0,1149.15,1153.4,600,1739025
2025-05-12 10:23:00+05:30,1153.4,1157.0,1153.4,1155.0,525,1739025
2025-05-12 10:24:00+05:30,1155.0,1160.0,1155.0,1155.2,975,1739025
2025-05-12 10:25:00+05:30,1155.2,1166.2,1155.2,1166.2,1200,1739025
2025-05-12 10:26:00+05:30,1166.2,1166.2,1155.1,1161.35,525,1739025
2025-05-12 10:27:00+05:30,1161.35,1161.35,1155.0,1155.0,2025,1738275
2025-05-12 10:28:00+05:30,1155.0,1155.0,1150.95,1153.5,300,1738275
2025-05-12 10:29:00+05:30,1153.5,1153.5,1139.4,1139.4,825,1738275
2025-05-12 10:30:00+05:30,1139.4,1150.95,1139.4,1142.3,2250,1736925
2025-05-12 10:31:00+05:30,1142.3,1150.35,1142.3,1147.7,3150,1736925
2025-05-12 10:32:00+05:30,1147.7,1148.9,1141.0,1141.05,6375,1736925
2025-05-12 10:33:00+05:30,1141.05,1145.0,1139.95,1143.8,1275,1737225
2025-05-12 10:34:00+05:30,1143.8,1143.8,1132.5,1132.55,6000,1737225
2025-05-12 10:35:00+05:30,1132.55,1142.55,1129.7,1141.4,8850,1737225
2025-05-12 10:36:00+05:30,1141.4,1141.4,1133.0,1133.0,2175,1736925
2025-05-12 10:37:00+05:30,1133.0,1134.45,1127.8,1127.9,3225,1736925
2025-05-12 10:38:00+05:30,1127.9,1129.65,1125.05,1129.4,5550,1736925
2025-05-12 10:39:00+05:30,1129.4,1129.4,1123.65,1127.7,4050,1734225
2025-05-12 10:40:00+05:30,1127.7,1130.0,1125.65,1128.6,900,1734225
2025-05-12 10:41:00+05:30,1128.6,1131.95,1128.35,1131.25,1125,1734225
2025-05-12 10:42:00+05:30,1131.25,1131.25,1122.05,1124.25,750,1733175
2025-05-12 10:43:00+05:30,1124.25,1141.0,1121.3,1140.6,10350,1733175
2025-05-12 10:44:00+05:30,1140.6,1140.6,1132.05,1136.65,3975,1733175
2025-05-12 10:45:00+05:30,1136.65,1137.75,1129.35,1129.45,3150,1734650
2025-05-12 10:46:00+05:30,1129.45,1130.65,1126.05,1128.25,1350,1734650
2025-05-12 10:47:00+05:30,1128.25,1128.25,1118.25,1122.75,3225,1734650
2025-05-12 10:48:00+05:30,1122.75,1122.75,1116.05,1120.0,1800,1734950
2025-05-12 10:49:00+05:30,1120.0,1128.15,1120.0,1124.65,1725,1734950
2025-05-12 10:50:00+05:30,1126.0,1128.85,1122.05,1126.0,1875,1734950
2025-05-12 10:51:00+05:30,1126.0,1130.0,1121.0,1121.0,2100,1735025
2025-05-12 10:52:00+05:30,1121.0,1123.0,1116.05,1118.55,2250,1735025
2025-05-12 10:53:00+05:30,1118.55,1124.4,1118.55,1120.05,5100,1735025
2025-05-12 10:54:00+05:30,1120.05,1127.85,1120.0,1123.55,1950,1734950
2025-05-12 10:55:00+05:30,1123.55,1127.85,1120.3,1127.85,1200,1734950
2025-05-12 10:56:00+05:30,1127.85,1131.25,1122.05,1127.0,2250,1734950
2025-05-12 10:57:00+05:30,1130.2,1131.6,1125.3,1129.3,1050,1734950
2025-05-12 10:58:00+05:30,1129.3,1129.3,1110.0,1110.45,1875,1736300
2025-05-12 10:59:00+05:30,1110.45,1121.95,1110.45,1120.95,450,1736300
2025-05-12 11:00:00+05:30,1120.95,1120.95,1120.0,1120.0,0,1736225
2025-05-12 11:01:00+05:30,1120.0,1120.2,1118.05,1120.2,450,1736225
2025-05-12 11:02:00+05:30,1120.2,1127.55,1120.2,1127.5,1200,1736225
2025-05-12 11:03:00+05:30,1127.5,1127.55,1121.75,1125.0,1350,1736225
2025-05-12 11:04:00+05:30,1125.0,1125.0,1118.65,1119.1,1125,1735250
2025-05-12 11:05:00+05:30,1119.1,1131.95,1119.1,1131.95,1500,1735250
2025-05-12 11:06:00+05:30,1131.95,1137.9,1131.0,1135.85,2850,1734425
2025-05-12 11:07:00+05:30,1135.85,1135.85,1128.0,1133.3,1350,1734425
2025-05-12 11:08:00+05:30,1133.3,1138.75,1131.05,1134.25,1050,1734425
2025-05-12 11:09:00+05:30,1134.25,1144.6,1134.25,1143.3,3675,1734575
2025-05-12 11:10:00+05:30,1143.3,1151.9,1142.8,1144.05,4575,1734575
2025-05-12 11:11:00+05:30,1144.05,1151.4,1143.3,1151.4,1875,1734575
2025-05-12 11:12:00+05:30,1151.4,1151.55,1144.15,1144.7,525,1732700
2025-05-12 11:13:00+05:30,1144.7,1148.25,1144.7,1148.25,75,1732700
2025-05-12 11:14:00+05:30,1148.25,1149.85,1146.5,1146.5,300,1732700
2025-05-12 11:15:00+05:30,1146.5,1149.95,1146.5,1149.95,75,1732700
2025-05-12 11:16:00+05:30,1149.95,1149.95,1144.35,1145.1,1875,1733000
2025-05-12 11:17:00+05:30,1145.1,1147.95,1141.15,1147.95,525,1733000
2025-05-12 11:18:00+05:30,1147.95,1147.95,1142.05,1143.0,2175,1733000
2025-05-12 11:19:00+05:30,1143.0,1143.0,1137.55,1142.55,675,1730975
2025-05-12 11:20:00+05:30,1142.55,1145.75,1142.55,1145.75,150,1730975
2025-05-12 11:21:00+05:30,1145.75,1152.0,1143.0,1152.0,375,1730375
2025-05-12 11:22:00+05:30,1152.0,1154.85,1149.0,1154.85,525,1730375
2025-05-12 11:23:00+05:30,1154.85,1156.6,1150.2,1156.6,1350,1730375
2025-05-12 11:24:00+05:30,1156.6,1167.6,1153.9,1162.05,6900,1730375
2025-05-12 11:25:00+05:30,1162.05,1182.85,1162.05,1178.9,3225,1728200
2025-05-12 11:26:00+05:30,1178.9,1184.8,1177.35,1184.8,7650,1728200
2025-05-12 11:27:00+05:30,1184.8,1185.15,1175.65,1178.15,4725,1724150
2025-05-12 11:28:00+05:30,1178.15,1179.0,1169.05,1173.55,5475,1724150
2025-05-12 11:29:00+05:30,1173.55,1177.05,1169.4,1173.2,2175,1724150
2025-05-12 11:30:00+05:30,1173.2,1179.75,1173.2,1179.75,750,1724900
2025-05-12 11:31:00+05:30,1179.75,1181.95,1178.05,1181.95,375,1724900
2025-05-12 11:32:00+05:30,1181.95,1187.1,1181.95,1183.85,750,1724900
2025-05-12 11:33:00+05:30,1183.85,1183.85,1175.7,1175.7,225,1724900
2025-05-12 11:34:00+05:30,1175.7,1183.85,1175.5,1180.3,2100,1724975
2025-05-12 11:35:00+05:30,1180.3,1182.25,1180.3,1182.25,75,1724975
2025-05-12 11:36:00+05:30,1182.25,1182.25,1181.45,1181.45,75,1724975
2025-05-12 11:37:00+05:30,1182.35,1182.35,1176.0,1176.1,900,1724000
2025-05-12 11:38:00+05:30,1176.1,1180.05,1170.15,1171.25,1950,1724000
2025-05-12 11:39:00+05:30,1171.25,1171.25,1161.0,1168.25,825,1724675
2025-05-12 11:40:00+05:30,1168.25,1174.65,1168.25,1173.45,600,1724675
2025-05-12 11:41:00+05:30,1173.45,1173.45,1167.0,1167.0,225,1724675
2025-05-12 11:42:00+05:30,1167.0,1167.0,1160.0,1163.4,750,1724675
2025-05-12 11:43:00+05:30,1163.4,1170.0,1163.4,1165.55,1875,1724675
2025-05-12 11:44:00+05:30,1165.55,1172.9,1165.55,1172.8,825,1724675
2025-05-12 11:45:00+05:30,1172.8,1174.4,1169.5,1174.4,75,1724675
2025-05-12 11:46:00+05:30,1174.4,1174.4,1160.45,1160.45,450,1725725
2025-05-12 11:47:00+05:30,1160.45,1160.95,1154.05,1157.05,1275,1725725
2025-05-12 11:48:00+05:30,1157.05,1162.55,1157.05,1162.55,450,1725725
2025-05-12 11:49:00+05:30,1162.55,1165.6,1160.9,1165.6,75,1725575
2025-05-12 11:50:00+05:30,1165.6,1165.6,1165.6,1165.6,0,1725575
2025-05-12 11:51:00+05:30,1165.6,1165.6,1158.9,1158.9,75,1725575
2025-05-12 11:52:00+05:30,1158.9,1158.9,1158.9,1158.9,0,1725575
2025-05-12 11:53:00+05:30,1158.9,1160.0,1155.65,1159.0,450,1725575
2025-05-12 11:54:00+05:30,1159.0,1159.0,1154.9,1154.9,150,1725575
2025-05-12 11:55:00+05:30,1165.0,1165.0,1165.0,1165.0,75,1725125
2025-05-12 11:56:00+05:30,1165.0,1165.0,1155.45,1155.45,225,1725125
2025-05-12 11:57:00+05:30,1154.45,1158.85,1152.05,1152.65,825,1724300
2025-05-12 11:58:00+05:30,1152.65,1159.5,1152.65,1155.25,1500,1724300
2025-05-12 11:59:00+05:30,1155.25,1159.0,1155.25,1159.0,600,1724300
2025-05-12 12:00:00+05:30,1159.0,1159.0,1155.55,1155.55,75,1724300
2025-05-12 12:01:00+05:30,1155.55,1159.0,1155.55,1156.85,225,1723325
2025-05-12 12:02:00+05:30,1156.85,1156.85,1154.95,1154.95,525,1723325
2025-05-12 12:03:00+05:30,1154.95,1158.85,1150.0,1158.85,450,1723550
2025-05-12 12:04:00+05:30,1158.85,1160.95,1158.85,1160.4,375,1723550
2025-05-12 12:05:00+05:30,1160.4,1161.95,1154.95,1161.95,450,1723550
2025-05-12 12:06:00+05:30,1161.95,1161.95,1157.75,1157.85,450,1723700
2025-05-12 12:07:00+05:30,1157.85,1158.05,1157.85,1158.05,75,1723700
2025-05-12 12:08:00+05:30,1158.05,1160.95,1158.05,1160.95,300,1723700
2025-05-12 12:09:00+05:30,1160.95,1160.95,1149.0,1154.95,525,1723700
2025-05-12 12:10:00+05:30,1154.95,1154.95,1147.4,1147.7,1050,1723400
2025-05-12 12:11:00+05:30,1147.7,1155.95,1147.7,1155.95,675,1723400
2025-05-12 12:12:00+05:30,1156.95,1157.95,1155.0,1157.95,375,1722500
2025-05-12 12:13:00+05:30,1157.95,1157.95,1149.1,1149.1,375,1722500
2025-05-12 12:14:00+05:30,1151.95,1156.95,1150.4,1156.95,300,1722500
2025-05-12 12:15:00+05:30,1156.95,1158.95,1156.95,1157.8,600,1722500
2025-05-12 12:16:00+05:30,1157.8,1157.8,1157.8,1157.8,0,1722500
2025-05-12 12:17:00+05:30,1157.8,1159.35,1157.6,1157.6,675,1722050
2025-05-12 12:18:00+05:30,1157.6,1157.6,1157.6,1157.6,0,1722050
2025-05-12 12:19:00+05:30,1157.6,1161.95,1157.6,1161.95,225,1721600
2025-05-12 12:20:00+05:30,1161.95,1161.95,1152.75,1154.0,225,1721600
2025-05-12 12:21:00+05:30,1154.0,1160.45,1154.0,1158.3,225,1721600
2025-05-12 12:22:00+05:30,1158.3,1158.3,1158.3,1158.3,0,1721600
2025-05-12 12:23:00+05:30,1158.3,1158.3,1147.7,1147.7,225,1721450
2025-05-12 12:24:00+05:30,1147.7,1147.7,1147.7,1147.7,0,1721450
2025-05-12 12:25:00+05:30,1147.7,1147.7,1140.0,1140.0,225,1721375
2025-05-12 12:26:00+05:30,1140.0,1144.6,1140.0,1140.0,600,1721375
2025-05-12 12:27:00+05:30,1140.0,1140.0,1135.65,1135.65,150,1721375
2025-05-12 12:28:00+05:30,1135.65,1141.45,1135.65,1138.55,750,1720925
2025-05-12 12:29:00+05:30,1138.55,1146.0,1138.55,1146.0,2025,1720925
2025-05-12 12:30:00+05:30,1146.0,1188.7,1146.0,1184.4,4575,1719625
2025-05-12 12:31:00+05:30,1191.1,1214.35,1186.7,1208.8,8850,1719625
2025-05-12 12:32:00+05:30,1208.85,1222.95,1207.5,1219.8,5250,1719625
2025-05-12 12:33:00+05:30,1219.8,1229.35,1213.05,1219.7,3150,1717375
2025-05-12 12:34:00+05:30,1219.7,1228.7,1219.15,1227.7,825,1717375
2025-05-12 12:35:00+05:30,1227.7,1228.0,1226.0,1226.0,150,1717375
2025-05-12 12:36:00+05:30,1226.0,1229.95,1220.0,1220.0,750,1717375
2025-05-12 12:37:00+05:30,1220.0,1242.55,1220.0,1242.55,450,1716475
2025-05-12 12:38:00+05:30,1242.55,1246.1,1234.05,1246.1,450,1716475
2025-05-12 12:39:00+05:30,1246.1,1248.25,1241.05,1246.95,1050,1716475
2025-05-12 12:40:00+05:30,1246.95,1250.0,1238.05,1238.05,1200,1717000
2025-05-12 12:41:00+05:30,1238.05,1238.05,1229.8,1230.0,750,1717000
2025-05-12 12:42:00+05:30,1230.0,1230.0,1230.0,1230.0,0,1717000
2025-05-12 12:43:00+05:30,1230.0,1231.8,1225.05,1231.8,525,1716800
2025-05-12 12:44:00+05:30,1231.8,1231.8,1231.0,1231.0,75,1716800
2025-05-12 12:45:00+05:30,1231.0,1232.7,1227.0,1227.0,525,1716800
2025-05-12 12:46:00+05:30,1227.0,1229.55,1227.0,1228.0,900,1716650
2025-05-12 12:47:00+05:30,1228.0,1228.0,1221.25,1224.25,975,1716650
2025-05-12 12:48:00+05:30,1224.25,1224.25,1220.0,1220.9,1650,1716650
2025-05-12 12:49:00+05:30,1220.9,1221.8,1220.0,1221.8,1275,1716575
2025-05-12 12:50:00+05:30,1221.8,1224.55,1215.55,1221.15,450,1716575
2025-05-12 12:51:00+05:30,1221.15,1221.15,1215.25,1220.0,225,1716575
2025-05-12 12:52:00+05:30,1220.0,1220.0,1219.35,1219.85,150,1715825
2025-05-12 12:53:00+05:30,1219.85,1224.95,1218.5,1224.95,1200,1715825
2025-05-12 12:54:00+05:30,1224.95,1224.95,1218.0,1221.95,1200,1715825
2025-05-12 12:55:00+05:30,1221.95,1225.95,1221.95,1223.0,600,1714625
2025-05-12 12:56:00+05:30,1223.0,1232.9,1223.0,1232.9,450,1714625
2025-05-12 12:57:00+05:30,1232.9,1236.9,1232.9,1236.9,75,1714625
2025-05-12 12:58:00+05:30,1236.9,1236.9,1236.9,1236.9,75,1714100
2025-05-12 12:59:00+05:30,1236.9,1237.05,1236.9,1237.05,75,1714100
2025-05-12 13:00:00+05:30,1237.05,1240.0,1237.05,1240.0,150,1714100
2025-05-12 13:01:00+05:30,1240.0,1240.0,1238.0,1238.0,375,1714100
2025-05-12 13:02:00+05:30,1238.0,1238.0,1229.15,1229.15,75,1714100
2025-05-12 13:03:00+05:30,1229.15,1230.0,1227.0,1227.0,1875,1714100
2025-05-12 13:04:00+05:30,1227.0,1227.0,1222.25,1222.25,75,1713950
2025-05-12 13:05:00+05:30,1222.25,1223.95,1222.0,1222.0,225,1713950
2025-05-12 13:06:00+05:30,1222.0,1224.0,1221.75,1221.75,375,1713950
2025-05-12 13:07:00+05:30,1221.75,1221.85,1221.75,1221.85,75,1713650
2025-05-12 13:08:00+05:30,1221.85,1221.85,1221.85,1221.85,0,1713650
2025-05-12 13:09:00+05:30,1221.85,1231.85,1221.85,1229.95,675,1713650
2025-05-12 13:10:00+05:30,1229.95,1229.95,1225.0,1226.95,525,1714250
2025-05-12 13:11:00+05:30,1226.95,1226.95,1220.4,1222.0,225,1714250
2025-05-12 13:12:00+05:30,1222.0,1222.0,1214.5,1214.5,375,1714250
2025-05-12 13:13:00+05:30,1218.0,1221.0,1218.0,1221.0,225,1714625
2025-05-12 13:14:00+05:30,1221.0,1221.0,1221.0,1221.0,0,1714625
2025-05-12 13:15:00+05:30,1221.0,1224.95,1221.0,1222.0,300,1714625
2025-05-12 13:16:00+05:30,1222.0,1230.0,1222.0,1230.0,300,1714625
2025-05-12 13:17:00+05:30,1230.0,1231.5,1228.65,1228.65,225,1714625
2025-05-12 13:18:00+05:30,1228.65,1233.95,1228.65,1230.75,525,1714625
2025-05-12 13:19:00+05:30,1230.75,1232.0,1230.75,1232.0,150,1714175
2025-05-12 13:20:00+05:30,1228.25,1234.0,1228.25,1234.0,225,1714175
2025-05-12 13:21:00+05:30,1237.0,1240.0,1237.0,1240.0,375,1714175
2025-05-12 13:22:00+05:30,1240.0,1240.0,1240.0,1240.0,75,1714175
2025-05-12 13:23:00+05:30,1240.0,1252.0,1240.0,1252.0,600,1713800
2025-05-12 13:24:00+05:30,1252.0,1263.95,1252.0,1263.95,225,1713800
2025-05-12 13:25:00+05:30,1263.95,1263.95,1262.95,1262.95,150,1713650
2025-05-12 13:26:00+05:30,1262.95,1262.95,1254.95,1254.95,300,1713650
2025-05-12 13:27:00+05:30,1254.95,1254.95,1249.75,1249.75,2250,1713650
2025-05-12 13:28:00+05:30,1249.75,1254.95,1249.75,1254.95,225,1711775
2025-05-12 13:29:00+05:30,1254.95,1261.95,1254.95,1260.0,375,1711775
2025-05-12 13:30:00+05:30,1260.0,1262.0,1260.0,1260.0,675,1711775
2025-05-12 13:31:00+05:30,1260.0,1272.0,1260.0,1268.0,675,1712150
2025-05-12 13:32:00+05:30,1268.0,1269.35,1265.05,1267.15,600,1712150
2025-05-12 13:33:00+05:30,1267.15,1272.95,1267.15,1269.6,375,1712150
2025-05-12 13:34:00+05:30,1269.6,1271.85,1268.0,1268.0,450,1712075
2025-05-12 13:35:00+05:30,1268.0,1272.0,1262.7,1262.7,375,1712075
2025-05-12 13:36:00+05:30,1262.7,1262.7,1258.1,1259.45,375,1712075
2025-05-12 13:37:00+05:30,1259.45,1259.45,1257.8,1257.8,75,1711925
2025-05-12 13:38:00+05:30,1257.8,1257.8,1257.7,1257.7,0,1711925
2025-05-12 13:39:00+05:30,1257.7,1260.45,1257.7,1260.45,75,1711925
2025-05-12 13:40:00+05:30,1260.45,1266.35,1260.45,1265.0,1800,1711700
2025-05-12 13:41:00+05:30,1265.0,1266.85,1263.6,1266.5,1875,1711700
2025-05-12 13:42:00+05:30,1266.5,1270.0,1262.6,1270.0,2325,1711700
2025-05-12 13:43:00+05:30,1270.0,1274.85,1269.85,1269.85,975,1711250
2025-05-12 13:44:00+05:30,1269.8,1270.0,1265.15,1266.5,825,1711250
2025-05-12 13:45:00+05:30,1266.5,1274.35,1265.0,1269.7,1275,1711250
2025-05-12 13:46:00+05:30,1269.7,1271.55,1268.1,1268.1,375,1710725
2025-05-12 13:47:00+05:30,1268.1,1274.95,1268.1,1272.0,1050,1710725
2025-05-12 13:48:00+05:30,1272.0,1275.0,1268.15,1271.95,1125,1710725
2025-05-12 13:49:00+05:30,1271.95,1277.75,1271.95,1272.05,1575,1710225
2025-05-12 13:50:00+05:30,1272.05,1272.05,1269.95,1269.95,225,1710225
2025-05-12 13:51:00+05:30,1269.95,1269.95,1267.8,1267.8,75,1710225
2025-05-12 13:52:00+05:30,1267.8,1267.8,1259.05,1262.95,150,1710075
2025-05-12 13:53:00+05:30,1262.95,1262.95,1254.6,1255.0,150,1710075
2025-05-12 13:54:00+05:30,1255.0,1255.0,1251.05,1251.05,225,1710075
2025-05-12 13:55:00+05:30,1251.25,1257.5,1251.25,1254.15,300,1709925
2025-05-12 13:56:00+05:30,1254.15,1254.95,1250.0,1254.95,375,1709925
2025-05-12 13:57:00+05:30,1254.95,1254.95,1246.05,1251.85,375,1709925
2025-05-12 13:58:00+05:30,1251.85,1251.85,1247.15,1247.15,150,1709925
2025-05-12 13:59:00+05:30,1247.15,1261.25,1247.15,1261.25,600,1709925
2025-05-12 14:00:00+05:30,1261.25,1262.35,1253.15,1253.15,75,1709925
2025-05-12 14:01:00+05:30,1253.15,1259.25,1253.05,1258.95,300,1709625
2025-05-12 14:02:00+05:30,1258.95,1263.0,1253.35,1263.0,375,1709625
2025-05-12 14:03:00+05:30,1263.0,1263.0,1260.05,1260.05,75,1709625
2025-05-12 14:04:00+05:30,1260.05,1260.05,1257.0,1258.0,150,1709850
2025-05-12 14:05:00+05:30,1258.0,1258.3,1255.0,1255.0,675,1709850
2025-05-12 14:06:00+05:30,1255.0,1255.0,1255.0,1255.0,0,1709850
2025-05-12 14:07:00+05:30,1255.0,1255.0,1255.0,1255.0,525,1709475
2025-05-12 14:08:00+05:30,1255.0,1265.0,1255.0,1262.3,300,1709475
2025-05-12 14:09:00+05:30,1262.3,1264.95,1259.3,1259.3,150,1709475
2025-05-12 14:10:00+05:30,1259.3,1262.95,1258.75,1258.75,375,1709400
2025-05-12 14:11:00+05:30,1258.75,1267.5,1258.75,1267.5,1050,1709400
2025-05-12 14:12:00+05:30,1267.5,1273.95,1267.5,1269.0,975,1709400
2025-05-12 14:13:00+05:30,1269.0,1282.1,1269.0,1282.1,300,1708875
2025-05-12 14:14:00+05:30,1282.1,1295.0,1282.1,1295.0,600,1708875
2025-05-12 14:15:00+05:30,1295.0,1318.95,1295.0,1302.05,2325,1708875
2025-05-12 14:16:00+05:30,1302.05,1333.7,1302.05,1325.75,5025,1708050
2025-05-12 14:17:00+05:30,1325.75,1331.0,1325.2,1327.5,5700,1708050
2025-05-12 14:18:00+05:30,1327.5,1329.05,1318.25,1318.25,2100,1708050
2025-05-12 14:19:00+05:30,1318.25,1318.4,1311.65,1317.85,1650,1706850
2025-05-12 14:20:00+05:30,1316.05,1322.95,1315.65,1319.65,1800,1706850
2025-05-12 14:21:00+05:30,1322.0,1323.8,1321.2,1321.2,375,1706850
2025-05-12 14:22:00+05:30,1321.2,1325.95,1321.2,1323.0,600,1706400
2025-05-12 14:23:00+05:30,1323.0,1323.0,1316.05,1316.05,450,1706400
2025-05-12 14:24:00+05:30,1316.05,1316.05,1313.05,1313.05,75,1706400
2025-05-12 14:25:00+05:30,1313.05,1319.1,1313.05,1319.1,150,1706300
2025-05-12 14:26:00+05:30,1319.1,1319.1,1319.1,1319.1,0,1706300
2025-05-12 14:27:00+05:30,1319.1,1323.35,1317.15,1317.15,900,1706300
2025-05-12 14:28:00+05:30,1317.15,1324.65,1315.0,1324.65,1725,1706550
2025-05-12 14:29:00+05:30,1324.65,1329.6,1324.65,1329.6,450,1706550
2025-05-12 14:30:00+05:30,1329.6,1335.0,1324.05,1335.0,375,1706550
2025-05-12 14:31:00+05:30,1335.0,1335.0,1334.0,1334.0,450,1705425
2025-05-12 14:32:00+05:30,1334.0,1334.0,1322.05,1322.4,900,1705425
2025-05-12 14:33:00+05:30,1321.6,1322.8,1315.75,1320.6,900,1705425
2025-05-12 14:34:00+05:30,1320.6,1320.6,1316.85,1316.85,75,1704900
2025-05-12 14:35:00+05:30,1316.85,1320.8,1314.0,1314.0,525,1704900
